player_id,player_name,mkc_id,country_code,fc,is_host_banned,is_chat_restricted,mmr,base_mmr,peak_mmr,rank_id,times_strike_limit_reached,twitch_link,mogi_media_message_id
683344697304940556,Skilli,13022,DE,,0,0,3388,4550,4719,794262959084797984,0,,,
683434271373000784,Lorenz_,5873,DE,,0,0,3656,3656,,794262959084797984,0,,,
683700476226961458,Cube,18870,JP,,0,0,2138,2138,,794263467581374524,0,,,
683753969889443843,Zycho,14530,DE,,0,0,,,,846497627508047872,0,,,
684198804731330779,Lanz,13269,BR,,0,0,9049,4919,9049,794262638518730772,0,,,
684493160856158252,Leol,41604,FR,,0,0,692,1000,910,970028275789365368,0,,,
685339362623356972,MrDelta-9,52535,US,,0,0,958,1000,958,970028275789365368,0,,,
685486150076727313,OBSfuchou,18435,JP,,0,0,,,,846497627508047872,0,,,
685831564021465206,mikagami,8965,JP,,0,0,2120,2250,2172,794263467581374524,0,,,
685849313892761624,BASTUP,24857,FR,,0,0,2118,2118,,794263467581374524,0,,,
686925939208224775,Ku2,2446,JP,,0,0,2467,2467,,794263467581374524,0,,,
686988411407433781,starxlx,2731,FR,,0,0,5650,5630,5750,794262925098745858,0,,,
687258580675592194,sheeeshh,52893,PH,,0,0,,,,846497627508047872,0,,,
687506226887786530,Nope852,29080,HK,,0,0,,,,846497627508047872,0,,,
687583820597559328,FORKJPN,9988,JP,,0,0,3341,3341,,794262959084797984,0,,,
687878207956975758,Ant,9930,US,,0,0,2090,2090,,794263467581374524,0,,,
688464456606416986,SeaMont,49736,FR,,0,0,2142,2250,2307,794263467581374524,0,,,
689061458855723061,Sprks,31532,FR,,0,0,,,,846497627508047872,0,,,
689434950545702955,hikarun,11633,JP,,0,0,2246,2246,,794263467581374524,0,,,
689451971605823525,Cere,6813,MX,,0,0,2082,2082,,794263467581374524,0,,,
689489571829776443,RaisedNewt42,12527,BR,,0,0,2240,2240,,794263467581374524,0,,,
689814284062163014,Django,43816,FR,,0,0,1,1000,940,970028275789365368,0,,,
689926265104367653,Sonic-Gal,45107,IE,,0,0,,,,846497627508047872,0,,,
690222115571761188,Eijun-Sawamura,110,FR,,0,0,4261,3750,4407,794262959084797984,0,,,
690604375332356117,holypotato,44211,GB,,0,0,,,,846497627508047872,0,,,
691097345177157694,fuguwo,6717,JP,,0,0,,,,846497627508047872,0,,,
691281099648925766,Rumona,10159,JP,,0,0,3079,2925,3079,794262959084797984,0,,,
691335379088965643,Johanna,21858,DE,,0,0,2189,2189,,794263467581374524,0,,,
691742091440554034,Varxa,48760,GB,,0,0,526,1000,882,970028275789365368,0,,,
691754011329691709,AntonioBigSauce,34597,US,,0,0,706,1000,902,970028275789365368,0,,,
691758582139715585,Kuppa,52814,GB,,0,0,,,,846497627508047872,0,,,
691845109594980383,Tenkyu-Chimata,6236,JP,,0,0,3567,3567,,794262959084797984,0,,,
692038981826904156,Kalys,21217,FR,,0,0,889,889,,970028275789365368,0,,,
692218661796053063,patchrick,43997,AQ,,0,0,,,,846497627508047872,0,,,
692298281518235658,roc,25892,ES,,0,0,996,996,,970028275789365368,0,,,
692681751344054283,Ciibex,20008,AT,,0,0,617,1000,810,970028275789365368,0,,,
692784592914087957,Sunset,41324,FR,,0,0,947,1000,947,970028275789365368,0,,,
692803772430417921,WeGotHim,7437,BE,,0,0,3069,2250,3431,794262959084797984,0,,,
693035051851579422,Sair,10936,DE,,0,0,3016,3134,3016,794262959084797984,0,,,
693147120525508661,MigueladosMigue,32530,ES,,0,0,904,1000,904,970028275789365368,0,,,
693199289416941684,Robotic,20239,GB,,0,0,2161,1998,2316,794263467581374524,0,,,
693566119495073873,Miku,8306,ES,,0,0,2146,2146,,794263467581374524,0,,,
693726341627117588,Tane,11550,JP,,0,0,4452,4481,4771,794262959084797984,0,,,
693907965341728778,enzo!,42309,US,,0,0,690,1000,897,970028275789365368,0,,,
694031317486010389,dking1010,50992,US,,0,0,,,,846497627508047872,0,,,
694177574364119141,ZEROMMR4LIFE,12841,US,,0,0,,,,846497627508047872,0,,,
694332316398387221,Taguva,47323,FR,,0,0,,,,846497627508047872,0,,,
695551137738260490,Luismbf,13756,ES,,0,0,2155,2250,2155,794263467581374524,0,,,
695583655157825578,Loic,7552,FR,,0,0,3445,3445,,794262959084797984,0,,,
695974883150135387,ZipADeeDooDah,9717,JP,2914-7873-8003,0,0,3536,3810,4553,794262959084797984,0,,,
696382153117794426,Alici4,27972,ES,,0,0,,,,846497627508047872,0,,,
696416485731598358,VIPEX,8887,FR,,0,0,1955,2242,2139,794263467581374524,0,,,
696551822088994907,Bryan.,51383,US,,0,0,,,,846497627508047872,0,,,
696674143428411413,ivangc,40812,ES,,0,0,,,,846497627508047872,0,,,
697408401055154217,Wolf,29227,DE,,0,0,,,,846497627508047872,0,,,
698858573798572052,reds,6473,JP,,0,0,2240,2240,,794263467581374524,0,,,
700417268202602516,LinaBell,13984,JP,,0,0,,,,846497627508047872,0,,,
700688207410364427,ryosu,8744,JP,,0,0,2044,2044,,794263467581374524,0,,,
700996113519476766,Akumo,46514,FR,,0,0,,,,846497627508047872,0,,,
701272411424817192,imisshersomuch,53108,US,,0,0,,,,846497627508047872,0,,,
701424660604256357,chinu,8214,JP,,0,0,2267,2267,,794263467581374524,0,,,
701631501409845349,D.H.,8843,US,,0,0,3509,3509,,794262959084797984,0,,,
701803482675544115,orijji,53909,US,,0,0,2097,2250,2204,794263467581374524,0,,,
702085787017019452,Fwicko,9644,AU,,0,0,,,,846497627508047872,0,,,
702122705872355338,juusoufan,22105,JP,,0,0,2381,2250,2381,794263467581374524,0,,,
702199877580619806,PikaProf18,49872,DE,,0,0,1502,2250,2166,794263467581374524,0,,,
702238324034764932,Sam.Hargreaves4,31587,GB,,0,0,725,1000,912,970028275789365368,0,,,
702458157657489489,lorenz,19414,DE,,0,0,3592,3656,3592,794262959084797984,0,,,
702788717772800030,Lufti,9422,DE,,0,0,1935,1988,2043,794263467581374524,0,,,
702946864688922745,williamcree,24198,US,,0,0,,,,846497627508047872,0,,,
702995416848793680,Saunajuggling,14907,IT,,0,0,3183,3183,,794262959084797984,0,,,
703490632576008204,nekousachan,23767,JP,,0,0,2242,2331,2242,794263467581374524,0,,,
703604401818042448,QuagStar,42303,GB,,0,0,,,,846497627508047872,0,,,
703639279217410049,Vlpelz,18405,DE,,0,0,884,1000,884,970028275789365368,0,,,
703792415198281800,Asahina,9573,JP,,0,0,2055,2160,2055,794263467581374524,0,,,
703837237799813130,imasokara,42857,JP,,0,0,2100,2250,2256,794263467581374524,0,,,
703950119023804467,kokona(11),9579,JP,,0,0,2159,2250,2159,794263467581374524,0,,,
704127284264566864,kitaima20,40122,JP,,0,0,,,,846497627508047872,0,,,
704309194714644611,Archive_Ghosty,40318,GB,,0,0,2152,2250,2569,794263467581374524,0,,,
704393178718928998,Kiria,9896,DE,,0,0,3495,3495,,794262959084797984,0,,,
704477503883968572,ChrChrs,29075,IT,,0,0,940,1000,940,970028275789365368,0,,,
704937771739119647,RDG,52256,US,,0,0,,,,846497627508047872,0,,,
705116185230049321,Subleaf,36494,US,,0,0,726,726,,970028275789365368,0,,,
705268924081766401,sumai,32637,JP,,0,0,,,,846497627508047872,0,,,
705411637284306974,wime,7112,JP,,0,0,3359,3457,3359,794262959084797984,0,,,
706199314376163371,nobu,7098,JP,,0,0,2065,2065,,794263467581374524,0,,,
706335643944353852,shon,12391,JP,,0,0,,,,846497627508047872,0,,,
706428421110235216,daru,7596,JP,,0,0,3325,3325,,794262959084797984,0,,,
707317941787426958,Mick-|-Phobi!ik,42074,NL,,0,0,,,,846497627508047872,0,,,
707757520420339734,mippy,9599,JP,,0,0,,,,846497627508047872,0,,,
707962583004610631,LeBruh-Jhames,31613,US,,0,0,743,1000,915,970028275789365368,0,,,
707962922797891694,SomeOne,50828,DE,,0,0,,,,846497627508047872,0,,,
708452051742359595,Chippy_,22401,AU,,0,0,2165,2250,2236,794263467581374524,0,,,
708659646499651616,REDMI,10387,IT,,0,0,3636,3636,,794262959084797984,0,,,
708714202486800405,elephant,740,KR,,0,0,976,1040,976,970028275789365368,0,,,
708749293267189800,amber,22124,US,,0,0,1848,1934,1848,794263467581374524,0,,,
708933413066768385,ABigScaryTurtle,55157,US,,0,0,,,,846497627508047872,0,,,
709171079507083265,Zbloodz,19686,US,,0,0,3506,3506,,794262959084797984,0,,,
709762901627502622,GamerKapx231,46058,US,,0,0,2133,2250,2133,794263467581374524,0,,,
710242245588025386,Diaphragm,55732,US,,0,0,,,,846497627508047872,0,,,
710349320854962269,gli_tch,48224,US,,0,0,,,,846497627508047872,0,,,
710556688578642020,Marco25,33922,ES,,0,0,,,,846497627508047872,0,,,
710926650447233104,peru,22961,PE,,0,0,,,,846497627508047872,0,,,
710984238400536649,Billy-Beast,9102,ES,,0,0,,,,846497627508047872,0,,,
711167145056403497,Sauci,13968,FR,,0,0,2204,2204,,794263467581374524,0,,,
711172160227377162,piyo,12353,JP,,0,0,2084,2084,,794263467581374524,0,,,
711277417855058050,Superbear462,51539,US,,0,0,,,,846497627508047872,0,,,
711458918131302400,Miauwcat,15855,CH,,0,0,2201,2201,,794263467581374524,0,,,
711648994081898498,Ludwig,26159,DE,,0,0,2127,2127,,794263467581374524,0,,,
712583714340601917,keuu,44841,JP,,0,0,953,1000,953,970028275789365368,0,,,
713097148433956872,Ouiisticha,23752,BE,,0,0,2147,2147,,794263467581374524,0,,,
714056867931750471,Nusevs,51345,GB,,0,0,859,1000,859,970028275789365368,0,,,
714086539629690941,Rerpoit,29512,GB,,0,0,1921,1921,,794263467581374524,0,,,
714124996309680169,dxcky64,6518,US,,0,0,1986,2250,2186,794263467581374524,0,,,
714160777782624308,ultimate-banana,53307,IL,,0,0,2313,2250,2357,794263467581374524,0,,,
714161021559898184,Ashley-te,16494,FR,,0,0,1626,1722,1713,794263467581374524,0,,,
714421484881313844,almond,22385,JP,,0,0,3564,3564,,794262959084797984,0,,,
714545568407486484,Akanatsu,21519,JP,,0,0,1898,1961,1962,794263467581374524,0,,,
714577847695573113,PEPPERONIYEETZA,51389,US,,0,0,,,,846497627508047872,0,,,
714716296914141265,moyogi,15081,JP,,0,0,,,,846497627508047872,0,,,
714728269005717585,Sav,13070,US,,0,0,4801,4494,5190,794262925098745858,0,,,
714805736244379648,Nulls,15429,FR,,0,0,2242,2242,,794263467581374524,0,,,
714826748713500774,Julflow,50148,FR,,0,0,,,,846497627508047872,0,,,
714954498430468178,Requenguela,38862,PT,,0,0,1973,2250,2625,794263467581374524,1,,,
715327868300689480,Munch,32691,US,,0,0,,,,846497627508047872,0,,,
715556803366092816,popo,16674,JP,,0,0,2193,2193,,794263467581374524,0,,,
715787079820378154,hamukatsu,20064,JP,,0,0,,,,846497627508047872,0,,,
715818506159128668,Cream,14352,JP,,0,0,3211,3349,3532,794262959084797984,0,,,
716184674485010523,461,39721,JP,,0,0,,,,846497627508047872,0,,,
716758869946138634,Douglas,24217,FR,,0,0,1935,2236,2100,794263467581374524,0,,,
717202457792610304,Julianne,45110,US,,0,0,,,,846497627508047872,0,,,
717795542016720916,wa,27578,US,7130-5996-6898,0,0,5236,2980,5664,794262925098745858,0,,,
718478677901312131,Prilin,11600,JP,,0,0,3407,3407,,794262959084797984,0,,,
718534355210862734,Putofsky,8266,FR,,0,0,2625,2683,2775,794263467581374524,0,,,
718586817204715690,Kenneth,43484,ID,,0,0,676,1000,957,970028275789365368,0,,,
719573278049697813,Kira-<3,22470,DE,,0,0,2290,2290,,794263467581374524,0,,,
719967561843736606,FEs-furanzu,12871,PE,,0,0,2930,2930,,794263467581374524,0,,,
720344190126653441,Niklas,12062,DE,,0,0,3479,3479,,794262959084797984,0,,,
720455639025057832,Zenith,3177,AU,,0,0,4073,4073,,794262959084797984,0,,,
720456764973383690,royals,44568,US,,0,0,2194,2250,2194,794263467581374524,0,,,
720976165434818621,Daring-Tact,8464,JP,,0,0,3643,3844,3721,794262959084797984,0,,,
721045896359575612,Bossboy28,20742,US,,0,0,3368,3368,,794262959084797984,0,,,
723548250015268885,charliep_12,54144,IE,,0,0,1829,2250,2238,794263467581374524,0,,,
723784191212388403,handsome,8737,JP,,0,0,3387,3387,,794262959084797984,0,,,
724708989803298946,For_The_Win,45898,US,,0,0,67,1000,975,970028275789365368,0,,,
725433405394780280,TFF-Shag,24258,DE,,0,0,920,920,,970028275789365368,0,,,
725520919149412362,boredbry,51156,US,,0,0,775,1000,909,970028275789365368,0,,,
725562596836638821,tari,18687,US,0544-1893-6214,0,0,2375,2250,2375,794263467581374524,0,,,
725977945167888426,Yuvia,27612,HN,,0,0,,,,846497627508047872,0,,,
726050952863547472,Beeg,16982,HK,,0,0,3754,3754,,794262959084797984,0,,,
726232437029470351,nannnnn,46997,JP,,0,0,2175,2250,2208,794263467581374524,0,,,
726578166076014662,OSweet,10319,FR,,0,0,,,,846497627508047872,0,,,
726784909464830024,tsu Perrine,36620,FR,,0,0,,,,846497627508047872,0,,,
727652658810192035,SKaR,18574,GB,,0,0,9065,7030,9442,794262638518730772,0,skar66_,,
727989424776020010,JJsee,12562,ES,,0,0,,,,846497627508047872,0,,,
728410611473580063,Petergg,11970,HN,,0,0,,,,846497627508047872,0,,,
728636744026685481,loljose202,9913,CL,,0,0,890,1000,890,970028275789365368,0,,,
730473113313345648,Em,13436,US,,0,0,2465,2465,,794263467581374524,0,,,
730500684708839584,jagame,52513,GB,,0,0,,,,846497627508047872,0,,,
730741368590434376,16,42856,JP,,0,0,2202,2250,2202,794263467581374524,0,,,
731050610446565408,AIUEO,11842,JP,3247-9171-8715,0,0,7133,6717,7574,794262916627038258,0,,,
731408684617564241,au.raraka,9477,JP,,0,0,3377,3377,,794262959084797984,0,,,
731409419589386330,sakuran,9828,JP,,0,0,2090,2250,2209,794263467581374524,0,,,
732075457184399370,Yostah,49888,US,,0,0,,,,846497627508047872,0,,,
732219495094943855,kokoro,13273,JP,,0,0,2267,2267,,794263467581374524,0,,,
732565508121034792,Robin69IceKeck,55609,DE,,0,0,,,,846497627508047872,0,,,
732591785032810557,Darker,33386,ES,,0,0,2259,2250,2259,794263467581374524,0,,,
732972036519100417,Tyaru,14295,JP,,0,0,2160,2160,,794263467581374524,0,,,
733297458553028659,nise,9345,JP,,0,0,3818,3818,,794262959084797984,0,,,
733802598900957295,Lilac,12329,JP,,0,0,3375,3375,,794262959084797984,0,,,
735604685888815227,Iker,28843,ES,,0,0,916,1000,916,970028275789365368,0,,,
735880713131393066,ddd,10951,JP,,0,0,2183,2183,,794263467581374524,0,,,
735919758515372172,Mort,12221,US,,0,0,3123,2571,3479,794262959084797984,0,,,
736934853752258592,Supreme-egg-lord,49959,GB,,0,0,,,,846497627508047872,0,,,
738925890188214313,Yolo420Forestt,22151,CA,,0,0,2053,2216,2053,794263467581374524,0,,,
739193084440477697,mondingo601,52200,US,,0,0,,,,846497627508047872,0,,,
739953165729792082,Danna04,22434,GT,,0,0,2273,2273,,794263467581374524,0,,,
740350204473245706,Twi_LiteMK,16788,US,,0,0,,,,846497627508047872,0,,,
740849229588725760,ApG77,739,FR,,0,0,3546,3546,,794262959084797984,0,,,
741008260303421482,BRiT,30919,US,,0,0,826,1000,826,970028275789365368,0,,,
741186790848856124,ryuu_ryu,36059,JP,,0,0,940,1000,940,970028275789365368,0,,,
741627239640334349,Calcaire,16922,FR,,0,0,3695,3633,3695,794262959084797984,0,,,
741802355116343397,mookie,2900,US,,0,0,,,,846497627508047872,0,,,
741849494135505006,Mirai,43693,US,,0,0,622,1000,923,970028275789365368,0,,,
742035275840094338,sympa,12007,JP,,0,0,2311,2311,,794263467581374524,0,,,
743147420069789777,yunatalk,25683,JP,,0,0,,,,846497627508047872,0,,,
743461397375090758,SA,10325,JP,,0,0,3089,3205,3177,794262959084797984,0,,,
744140891748302939,shen,10362,CN,,0,0,2398,2398,,794263467581374524,0,,,
746264107543691344,destroy,10709,JP,,0,0,2375,2375,,794263467581374524,0,,,
747222935030202430,gxliam7,42182,US,,0,0,1014,1000,1014,970028275789365368,0,,,
747499250417402017,Hypr!,55213,US,,0,0,,,,846497627508047872,0,,,
747747596348424322,Josh02,18967,GB,,0,0,2164,2200,2164,794263467581374524,0,,,
747951520514965574,SignMe,55146,DO,,0,0,930,1000,930,970028275789365368,0,,,
748211574375710890,hellofire66,35315,US,,0,0,893,1000,893,970028275789365368,0,,,
748240135837057125,Marw,16894,DE,,0,0,,,,846497627508047872,0,,,
748243071724158987,Rakatwyd,21298,US,,0,0,,,,846497627508047872,0,,,
748952248024825867,Toby H.,22342,DE,,0,0,,,,846497627508047872,0,,,
748956984799133767,Smudey,6346,DE,,0,0,2393,2393,,794263467581374524,0,,,
749892041613508608,asuto,11640,JP,,0,0,2314,2314,,794263467581374524,0,,,
749987714979463192,polanco,56231,US,,0,0,,,,846497627508047872,0,,,
750258425346129973,Sparky,51739,GB,,0,0,870,1000,870,970028275789365368,0,,,
751088990089904239,Layton!,11257,DE,,0,0,,,,846497627508047872,0,,,
751515379074859158,Nezeon,17922,ES,,0,0,2325,2250,2528,794263467581374524,0,,,
752555167110529085,Mr.Quick,50932,PR,,0,0,,,,846497627508047872,0,,,
752619166480990269,Carlos1Player,53226,US,,0,0,2155,2250,2155,794263467581374524,0,,,
752824501586362449,kyzzi,39689,CL,,0,0,,,,846497627508047872,0,,,
753687987979812987,Mhystys,12659,GB,,0,0,3269,3269,,794262959084797984,0,,,
754079031976263821,piolin,38184,PR,,0,0,,,,846497627508047872,0,,,
754342237269131375,Verlust,14412,DE,,0,0,4509,3147,4509,794262925098745858,0,,,
754347010013790240,Kichi,11646,JP,,0,0,3485,3485,,794262959084797984,0,,,
754725956790255700,myaa,16112,JP,,0,0,,,,846497627508047872,0,,,
754947179545624667,Steez,14302,PR,,0,0,1945,2250,2164,794263467581374524,0,,,
755235826421727282,n8n,49166,US,,0,0,1,,1,970028275789365368,0,,,
755414727202701392,MKDX200cc,28838,CO,,0,0,2439,2250,2439,794263467581374524,0,,,
755595537595629649,Yui,9911,US,,0,0,2082,2082,,794263467581374524,0,,,
755846735921807370,Tailwind-Mercha,52564,GB,,0,0,,,,846497627508047872,0,,,
755910205333569566,TheSpoof13,29709,US,,0,0,2188,2250,2188,794263467581374524,0,,,
756691194322616467,hanekuuuuuun!,15616,JP,,0,0,,,,846497627508047872,0,,,
757105170365677578,Maxx,17983,US,,0,0,,,,846497627508047872,0,,,
757595527868317806,zegaltherookie,20619,DE,,0,0,2052,2052,,794263467581374524,0,,,
757798110163632138,granblue,13550,JP,,0,0,6289,6642,7358,794262916627038258,0,,,
757982442282942605,duukiu,45889,NL,,0,0,948,1000,948,970028275789365368,0,,,
758336435265863730,Skogen,44850,FR,,0,0,2304,2250,2358,794263467581374524,0,,,
758420823224090624,fivehea,51342,US,,0,0,,,,846497627508047872,0,,,
759444031204884481,senoucy,15351,FR,,0,0,3406,3406,,794262959084797984,0,,,
759781001064218634,JerryGaming,45585,GB,,0,0,1017,1000,1117,970028275789365368,0,,,
760247916194562098,Lunaaa,7448,US,,0,0,147,468,393,970028275789365368,0,lunaaakh,,
760708770291646474,Pikachup,47463,US,,0,0,,,,846497627508047872,0,,,
760880040677867560,Galax,12475,FR,,0,0,4109,4109,,794262959084797984,0,,,
761014452165935134,Fennel,25253,CN,,0,0,2046,2046,,794263467581374524,0,,,
761648950775119904,xAlex,17579,FR,,0,0,2427,2160,2503,794263467581374524,0,,,
761919964588015626,Haydo,15594,AU,,0,0,1630,1630,,794263467581374524,0,,,
761972697907331112,Lynette,12071,JP,,0,0,6945,6235,7715,794262916627038258,0,,,
762156259822141481,Ri-Guy-10,44955,CA,,0,0,81,1000,969,970028275789365368,0,,,
762163414104801280,eebaurle,55388,US,,0,0,,,,846497627508047872,0,,,
762229208540905502,nemumui,45825,JP,,0,0,,,,846497627508047872,0,,,
762256053663563776,zill,11984,JP,,0,0,2284,2284,,794263467581374524,0,,,
762275197771972668,sakana2679,33156,JP,,0,0,959,1000,959,970028275789365368,0,,,
762332852565704723,tombzy,51429,GB,,0,0,627,1000,1033,970028275789365368,0,,,
762619714345369600,Shino,27562,JP,,0,0,3682,3532,3807,794262959084797984,0,,,
762746917608095764,santaisreal,50282,US,,0,0,,,,846497627508047872,0,,,
762781511714996234,OpTix,12357,FR,,0,0,3526,3526,,794262959084797984,0,,,
763277426750521344,xEmpexX,51355,US,,0,0,,,,846497627508047872,0,,,
763326680634228746,Lucas-ONE,54708,SE,,0,0,885,1000,1100,970028275789365368,0,,,
764211384392220702,Redcap,40603,CA,,0,0,2320,2250,2320,794263467581374524,0,,,
764571457057194008,ඞ-EwennYKW-ඞ,52099,FR,,0,0,,,,846497627508047872,0,,,
764939943713177600,ArturGaming,9425,DE,,0,0,3010,3010,,794262959084797984,0,,,
764951330514665473,monke,45450,GB,,0,0,2417,2250,2429,794263467581374524,0,,,
766893263864725505,naoppi,15916,JP,,0,0,,,,846497627508047872,0,,,
766959442444156959,Nanase,13541,JP,,0,0,3747,3747,,794262959084797984,0,,,
767031439006498848,FJSQ,53290,GB,,0,0,877,1000,977,970028275789365368,0,,,
767130628243980319,yousuko,20864,US,,0,0,2121,2121,,794263467581374524,0,,,
767223897711444019,yuru,13442,JP,,0,0,2102,2102,,794263467581374524,0,,,
767480943010906131,xlpha,43770,NL,,0,0,,,,846497627508047872,0,,,
767779081344909323,Denis360,33000,ES,,0,0,2274,2274,,794263467581374524,0,,,
767959768203526155,JoshO214,51929,US,,0,0,,,,846497627508047872,0,,,
769167108990042155,Xenon,12558,JP,,0,0,2665,2665,,794263467581374524,0,,,
769364705050361857,speedstah,54287,US,,0,0,1973,2250,2262,794263467581374524,0,,,
769620754751946763,Tys0n,43161,CA,,0,0,6019,5250,7115,794262916627038258,0,,,
771128112284958721,Adri_crack,34398,ES,,0,0,1971,2250,2154,794263467581374524,0,,,
771447913159196672,Pikazboy,42043,FR,,0,0,1069,1000,1077,970028275789365368,0,,,
771517660042887218,Horsey,35614,US,,0,0,2232,2250,2232,794263467581374524,0,,,
772060674720923649,DCLuci,53017,BE,,0,0,,,,846497627508047872,0,,,
772270935620321332,Bog-Brooda,47139,AU,,0,0,,,,846497627508047872,0,,,
772411470272528405,Warre,52688,BE,,0,0,,,,846497627508047872,0,,,
772624737767260160,Anto,32982,CA,,0,0,2193,2250,2193,794263467581374524,0,,,
773059338490085377,sara,17610,JP,,0,0,2295,2295,,794263467581374524,0,,,
773525737960767518,D.,14693,JP,,0,0,1731,1840,1731,794263467581374524,0,,,
774687361577254923,GaelLazerYT,35673,CA,,0,0,,,,846497627508047872,0,,,
774880277808807966,EKX,54186,RS,,0,0,1,1000,955,970028275789365368,0,,,
776437692363833364,kekeko,20799,JP,,0,0,,,,846497627508047872,0,,,
776519679668781068,blahaj.blast,50578,US,,0,0,,,,846497627508047872,0,,,
776942211815833631,orichan,16704,JP,,0,0,2142,2142,,794263467581374524,0,,,
777899520192413706,riku,16888,JP,,0,0,956,956,,970028275789365368,0,,,
777899722191011850,maebaneko,13251,JP,,0,0,3881,3750,3881,794262959084797984,0,,,
778215795738017793,Suga,16882,JP,,0,0,2094,2094,,794263467581374524,0,,,
778309149456990249,Rhys,251,GB,,0,0,5376,5376,,794262925098745858,0,,,
778318817594966016,Jotrix,13741,PR,,0,0,3153,3153,,794262959084797984,0,,,
778324673195671562,SleepyJoe,55314,US,,0,0,,,,846497627508047872,0,,,
779276439866179584,Aerith,14632,JP,,0,0,2407,2407,,794263467581374524,0,,,
779325331605684244,Trae,3377,US,,0,0,8009,9392,9924,794262898423627857,0,,,
779325471644450837,7RX,21835,BE,,0,0,2042,2245,2183,794263467581374524,0,,,
779834326942220289,N_,14458,JP,,0,0,,,,846497627508047872,0,,,
780133913573851176,Kwen,13382,CN,,0,0,1899,1899,,794263467581374524,0,,,
780364558245036084,tamagawanohasha,41878,JP,,0,0,2066,2250,2208,794263467581374524,0,,,
780528041105293332,m4tt,40671,AT,,0,0,,,,846497627508047872,0,,,
780734491756068895,muaaz,49678,US,,0,0,974,1000,974,970028275789365368,0,,,
780967565946126366,fightinggoat,55844,US,,0,0,,,,846497627508047872,0,,,
781880075242962955,Warp-Star,13505,JP,,0,0,3538,3538,,794262959084797984,0,,,
782070166049652746,shshhs,14578,US,,0,0,,,,846497627508047872,0,,,
783347803350499369,winter,3184,FR,,0,0,3538,3538,,794262959084797984,0,,,
783683197976051732,Mitarashi-Dango,13663,JP,,0,0,2172,2250,2134,794263467581374524,0,,,
784386625709801582,ukina,22491,AT,,0,0,1985,1985,,794263467581374524,0,,,
784811384701452319,Safranek,13985,JP,,0,0,,,,846497627508047872,0,,,
784999648372719636,Rigeru,35616,JP,,0,0,,,,846497627508047872,0,,,
785819226589888513,orbix,41606,FR,,0,0,,,,846497627508047872,0,,,
786253204194197584,Dezphos,87,GB,,0,0,3550,3550,,794262959084797984,0,,,
786390152905621514,Wet-Owl,3215,GB,,0,0,1183,1333,,970028275789365368,0,,,
788010209435320320,mydon,5708,JP,,0,0,1945,1945,,794263467581374524,0,,,
788046384532029460,nari,14067,JP,,0,0,,,,846497627508047872,0,,,
788333086164516894,HueyGamer,22777,GB,,0,0,2022,2250,2298,794263467581374524,0,,,
788905841339138048,USADAPEKORAFAN,12615,US,,0,0,4097,2804,4267,794262959084797984,0,,,
788977531154857996,Vestoga,4903,US,,0,0,3339,3339,,794262959084797984,0,,,
789158853186682917,Kid-Named-Finger,34139,US,,0,0,,,,846497627508047872,0,,,
789766920509325322,hanabasamikyou,22285,JP,,0,0,2340,2250,2596,794263467581374524,0,,,
789774059679252530,[road-to-zero],43080,US,,0,0,130,1000,989,970028275789365368,0,,,
790587503999713299,anpeki,18383,JP,,0,0,2345,2345,,794263467581374524,0,,,
790622142449319974,RynoRoby,16095,US,,0,0,,,,846497627508047872,0,,,
791182283377213470,kariz,23832,XX,,0,0,2088,2088,,794263467581374524,0,,,
791573224701427753,Skellington,14258,DE,,0,0,2069,2250,2069,794263467581374524,0,,,
792089344315097088,Matsiouzy,48115,FR,,0,0,,,,846497627508047872,0,,,
792131706147569664,EWasTaken,53006,US,,0,0,601,1000,945,970028275789365368,0,,,
792341086877909032,mumei52,20152,JP,,0,0,2175,2175,,794263467581374524,0,,,
792379003008188427,Jaiden64,50250,GB,,0,0,,,,846497627508047872,0,,,
793278928982507520,pokomayo.kyuush,37932,JP,,0,0,,,,846497627508047872,0,,,
793714568559591434,koase,18282,JP,,0,0,2104,2104,,794263467581374524,0,,,
794078048009060352,Sassi,19765,JP,,0,0,,,,846497627508047872,0,,,
794577690081493092,Furan,3087,FR,,0,0,4448,2250,4448,794262959084797984,0,,,
795859049475604481,Nibiru,35333,JP,,0,0,,,,846497627508047872,0,,,
796297283464724510,deolott,40476,JP,,0,0,,,,846497627508047872,0,,,
796500869301796904,KaJiib,54219,US,,0,0,889,1000,889,970028275789365368,0,,,
796650762909384746,SorNano,16228,JP,,0,0,2330,2330,,794263467581374524,0,,,
797212526701314108,aphh,14974,JP,,0,0,3098,3098,,794262959084797984,0,,,
797487970453815327,Hanz,3978,CL,,0,0,2189,2189,,794263467581374524,0,,,
797615669487206463,2ManyLukes,41162,US,,0,0,,,,846497627508047872,0,,,
797996816176119819,Retro,50166,GB,,0,0,620,1000,924,970028275789365368,0,,,
799364351068864573,Clemsou,22778,FR,,0,0,3725,3750,3725,794262959084797984,0,,,
799992545219575818,stove,22487,JP,,0,0,2055,2019,2445,794263467581374524,0,,,
799996645201674281,SHINGO,15657,JP,,0,0,2522,2522,,794263467581374524,0,,,
800151331804938321,dog,20938,US,,0,0,1891,1891,,794263467581374524,0,,,
800427134187208744,BKGK,4781,JP,,0,0,2469,2228,2469,794263467581374524,0,,,
800860850470518794,unicornn,44223,CA,,0,0,860,1000,860,970028275789365368,0,,,
